,trials,trial_keys,trial_type
361,361,1,Random
362,362,4,Random
363,363,4,Random
364,364,4,Random
365,365,4,Random
366,366,3,Random
367,367,2,Random
368,368,2,Random
369,369,2,Random
370,370,4,Random
371,371,4,Random
372,372,4,Random
373,373,2,Random
374,374,2,Random
375,375,2,Random
376,376,3,Random
377,377,3,Random
378,378,4,Random
379,379,3,Random
380,380,3,No transition
381,381,1,Random
382,382,4,Random
383,383,4,Random
384,384,1,Random
385,385,4,Random
386,386,2,Random
387,387,1,Random
388,388,2,Random
389,389,3,Random
390,390,1,Random
391,391,1,Random
392,392,4,Random
393,393,1,Random
394,394,2,Random
395,395,3,Random
396,396,1,Random
397,397,2,Random
398,398,3,Random
399,399,3,Random
400,400,1,No transition
401,401,2,Random
402,402,3,Random
403,403,2,Random
404,404,3,Random
405,405,3,Random
406,406,4,Random
407,407,3,Random
408,408,4,Random
409,409,2,Random
410,410,4,Random
411,411,3,Random
412,412,4,Random
413,413,3,Random
414,414,4,Random
415,415,1,Random
416,416,4,Random
417,417,4,Random
418,418,4,Random
419,419,2,Random
420,420,2,No transition
421,421,3,Random
422,422,2,Random
423,423,1,Random
424,424,1,Random
425,425,3,Random
426,426,3,Random
427,427,4,Random
428,428,2,Random
429,429,4,Random
430,430,1,Random
431,431,1,Random
432,432,3,Random
433,433,3,Random
434,434,4,Random
435,435,1,Random
436,436,3,Random
437,437,1,Random
438,438,3,Random
439,439,1,Random
440,440,2,No transition
441,441,4,Random
442,442,4,Random
443,443,3,Random
444,444,2,Random
445,445,1,Random
446,446,1,Random
447,447,2,Random
448,448,4,Random
449,449,2,Random
450,450,2,Random
451,451,2,Random
452,452,1,Random
453,453,1,Random
454,454,3,Random
455,455,1,Random
456,456,4,Random
457,457,1,Random
458,458,4,Random
459,459,1,Random
460,460,4,No transition
461,461,1,Random
462,462,3,Random
463,463,1,Random
464,464,2,Random
465,465,4,Random
466,466,1,Random
467,467,3,Random
468,468,3,Random
469,469,4,Random
470,470,4,Random
471,471,3,Random
472,472,4,Random
473,473,4,Random
474,474,3,Random
475,475,3,Random
476,476,3,Random
477,477,4,Random
478,478,2,Random
479,479,4,Random
480,480,4,No transition
481,481,1,Random
482,482,1,Random
483,483,1,Random
484,484,4,Random
485,485,1,Random
486,486,2,Random
487,487,1,Random
488,488,3,Random
489,489,2,Random
490,490,1,Random
491,491,2,Random
492,492,4,Random
493,493,3,Random
494,494,4,Random
495,495,1,Random
496,496,3,Random
497,497,3,Random
498,498,3,Random
499,499,4,Random
500,500,4,No transition
501,501,1,Random
502,502,4,Random
503,503,4,Random
504,504,1,Random
505,505,4,Random
506,506,2,Random
507,507,3,Random
508,508,3,Random
509,509,2,Random
510,510,3,Random
511,511,4,Random
512,512,1,Random
513,513,2,Random
514,514,4,Random
515,515,1,Random
516,516,1,Random
517,517,2,Random
518,518,3,Random
519,519,3,Random
520,520,3,No transition
521,521,1,Random
522,522,1,Random
523,523,2,Random
524,524,3,Random
525,525,2,Random
526,526,4,Random
527,527,1,Random
528,528,2,Random
529,529,2,Random
530,530,2,Random
531,531,1,Random
532,532,4,Random
533,533,1,Random
534,534,2,Random
535,535,1,Random
536,536,1,Random
537,537,1,Random
538,538,2,Random
539,539,4,Random
540,540,2,No transition
541,541,4,Random
542,542,4,Random
543,543,1,Random
544,544,2,Random
545,545,4,Random
546,546,3,Random
547,547,2,Random
548,548,3,Random
549,549,4,Random
550,550,2,Random
551,551,3,Random
552,552,2,Random
553,553,1,Random
554,554,1,Random
555,555,2,Random
556,556,3,Random
557,557,3,Random
558,558,3,Random
559,559,3,Random
560,560,4,No transition
561,561,4,Random
562,562,4,Random
563,563,1,Random
564,564,4,Random
565,565,2,Random
566,566,3,Random
567,567,3,Random
568,568,3,Random
569,569,4,Random
570,570,4,Random
571,571,1,Random
572,572,1,Random
573,573,3,Random
574,574,3,Random
575,575,1,Random
576,576,1,Random
577,577,1,Random
578,578,2,Random
579,579,3,Random
580,580,3,No transition
581,581,1,Random
582,582,1,Random
583,583,4,Random
584,584,2,Random
585,585,3,Random
586,586,3,Random
587,587,3,Random
588,588,2,Random
589,589,4,Random
590,590,3,Random
591,591,3,Random
592,592,4,Random
593,593,4,Random
594,594,3,Random
595,595,3,Random
596,596,4,Random
597,597,3,Random
598,598,1,Random
599,599,4,Random
600,600,3,No transition
601,601,2,Random
602,602,4,Random
603,603,1,Random
604,604,4,Random
605,605,2,Random
606,606,1,Random
607,607,1,Random
608,608,2,Random
609,609,2,Random
610,610,3,Random
611,611,1,Random
612,612,4,Random
613,613,1,Random
614,614,2,Random
615,615,4,Random
616,616,1,Random
617,617,1,Random
618,618,4,Random
619,619,3,Random
620,620,1,No transition
621,621,1,Random
622,622,4,Random
623,623,1,Random
624,624,2,Random
625,625,4,Random
626,626,3,Random
627,627,1,Random
628,628,3,Random
629,629,3,Random
630,630,1,Random
631,631,3,Random
632,632,3,Random
633,633,3,Random
634,634,3,Random
635,635,3,Random
636,636,4,Random
637,637,3,Random
638,638,4,Random
639,639,2,Random
640,640,4,No transition
641,641,1,Random
642,642,1,Random
643,643,4,Random
644,644,1,Random
645,645,2,Random
646,646,2,Random
647,647,2,Random
648,648,4,Random
649,649,4,Random
650,650,2,Random
651,651,2,Random
652,652,3,Random
653,653,3,Random
654,654,3,Random
655,655,4,Random
656,656,4,Random
657,657,2,Random
658,658,1,Random
659,659,4,Random
660,660,4,No transition
661,661,1,Random
662,662,1,Random
663,663,2,Random
664,664,1,Random
665,665,3,Random
666,666,1,Random
667,667,4,Random
668,668,4,Random
669,669,1,Random
670,670,1,Random
671,671,1,Random
672,672,2,Random
673,673,2,Random
674,674,4,Random
675,675,4,Random
676,676,1,Random
677,677,2,Random
678,678,3,Random
679,679,3,Random
680,680,3,No transition
681,681,1,Random
682,682,4,Random
683,683,1,Random
684,684,3,Random
685,685,4,Random
686,686,3,Random
687,687,2,Random
688,688,3,Random
689,689,3,Random
690,690,4,Random
691,691,1,Random
692,692,2,Random
693,693,3,Random
694,694,4,Random
695,695,3,Random
696,696,2,Random
697,697,1,Random
698,698,1,Random
699,699,2,Random
700,700,2,No transition
701,701,2,Random
702,702,2,Random
703,703,2,Random
704,704,2,Random
705,705,4,Random
706,706,4,Random
707,707,4,Random
708,708,4,Random
709,709,3,Random
710,710,4,Random
711,711,3,Random
712,712,1,Random
713,713,4,Random
714,714,2,Random
715,715,4,Random
716,716,3,Random
717,717,1,Random
718,718,4,Random
719,719,2,Random
720,720,4,No transition
721,721,4,Random
722,722,3,Random
723,723,1,Random
724,724,4,Random
725,725,1,Random
726,726,1,Random
727,727,2,Random
728,728,2,Random
729,729,1,Random
730,730,2,Random
731,731,2,Random
732,732,2,Random
733,733,1,Random
734,734,3,Random
735,735,4,Random
736,736,4,Random
737,737,2,Random
738,738,3,Random
739,739,3,Random
740,740,4,No transition
741,741,2,Random
742,742,1,Random
743,743,3,Random
744,744,4,Random
745,745,1,Random
746,746,2,Random
747,747,2,Random
748,748,1,Random
749,749,4,Random
750,750,4,Random
751,751,2,Random
752,752,2,Random
753,753,3,Random
754,754,2,Random
755,755,4,Random
756,756,4,Random
757,757,1,Random
758,758,1,Random
759,759,2,Random
760,760,1,No transition
761,761,3,Random
762,762,4,Random
763,763,2,Random
764,764,2,Random
765,765,2,Random
766,766,4,Random
767,767,2,Random
768,768,1,Random
769,769,1,Random
770,770,4,Random
771,771,4,Random
772,772,2,Random
773,773,3,Random
774,774,1,Random
775,775,1,Random
776,776,4,Random
777,777,3,Random
778,778,3,Random
779,779,2,Random
780,780,1,No transition
781,781,2,Random
782,782,3,Random
783,783,2,Random
784,784,4,Random
785,785,4,Random
786,786,3,Random
787,787,1,Random
788,788,3,Random
789,789,3,Random
790,790,3,Random
791,791,2,Random
792,792,4,Random
793,793,4,Random
794,794,1,Random
795,795,3,Random
796,796,2,Random
797,797,1,Random
798,798,4,Random
799,799,4,Random
800,800,1,No transition
801,801,2,Random
802,802,2,Random
803,803,3,Random
804,804,4,Random
805,805,4,Random
806,806,3,Random
807,807,4,Random
808,808,4,Random
809,809,4,Random
810,810,2,Random
811,811,1,Random
812,812,3,Random
813,813,2,Random
814,814,1,Random
815,815,4,Random
816,816,2,Random
817,817,1,Random
818,818,4,Random
819,819,3,Random
820,820,3,No transition
821,821,3,Random
822,822,1,Random
823,823,1,Random
824,824,1,Random
825,825,4,Random
826,826,3,Random
827,827,2,Random
828,828,4,Random
829,829,1,Random
830,830,4,Random
831,831,2,Random
832,832,2,Random
833,833,4,Random
834,834,2,Random
835,835,3,Random
836,836,1,Random
837,837,3,Random
838,838,4,Random
839,839,4,Random
840,840,1,No transition
841,841,1,Random
842,842,4,Random
843,843,4,Random
844,844,1,Random
845,845,4,Random
846,846,2,Random
847,847,1,Random
848,848,4,Random
849,849,4,Random
850,850,1,Random
851,851,3,Random
852,852,2,Random
853,853,2,Random
854,854,1,Random
855,855,4,Random
856,856,3,Random
857,857,3,Random
858,858,2,Random
859,859,2,Random
860,860,3,No transition
861,861,3,Random
862,862,2,Random
863,863,2,Random
864,864,1,Random
865,865,1,Random
866,866,2,Random
867,867,3,Random
868,868,2,Random
869,869,1,Random
870,870,2,Random
871,871,4,Random
872,872,4,Random
873,873,3,Random
874,874,4,Random
875,875,1,Random
876,876,1,Random
877,877,4,Random
878,878,2,Random
879,879,3,Random
880,880,1,No transition
881,881,1,Random
882,882,1,Random
883,883,3,Random
884,884,2,Random
885,885,1,Random
886,886,4,Random
887,887,4,Random
888,888,4,Random
889,889,4,Random
890,890,2,Random
891,891,2,Random
892,892,1,Random
893,893,2,Random
894,894,3,Random
895,895,1,Random
896,896,4,Random
897,897,4,Random
898,898,1,Random
899,899,4,Random
900,900,3,No transition
901,901,1,Random
902,902,2,Random
903,903,3,Random
904,904,3,Random
905,905,4,Random
906,906,2,Random
907,907,3,Random
908,908,3,Random
909,909,4,Random
910,910,4,Random
911,911,1,Random
912,912,2,Random
913,913,3,Random
914,914,3,Random
915,915,1,Random
916,916,3,Random
917,917,1,Random
918,918,1,Random
919,919,3,Random
920,920,1,No transition
921,921,1,Random
922,922,1,Random
923,923,4,Random
924,924,1,Random
925,925,1,Random
926,926,3,Random
927,927,1,Random
928,928,2,Random
929,929,4,Random
930,930,1,Random
931,931,4,Random
932,932,4,Random
933,933,3,Random
934,934,4,Random
935,935,3,Random
936,936,1,Random
937,937,3,Random
938,938,4,Random
939,939,4,Random
940,940,4,No transition
941,941,2,Random
942,942,2,Random
943,943,2,Random
944,944,4,Random
945,945,4,Random
946,946,3,Random
947,947,4,Random
948,948,4,Random
949,949,3,Random
950,950,2,Random
951,951,1,Random
952,952,3,Random
953,953,1,Random
954,954,3,Random
955,955,1,Random
956,956,1,Random
957,957,3,Random
958,958,4,Random
959,959,1,Random
960,960,2,No transition
961,961,4,Random
962,962,1,Random
963,963,1,Random
964,964,3,Random
965,965,2,Random
966,966,4,Random
967,967,2,Random
968,968,1,Random
969,969,4,Random
970,970,1,Random
971,971,4,Random
972,972,3,Random
973,973,3,Random
974,974,1,Random
975,975,3,Random
976,976,1,Random
977,977,2,Random
978,978,1,Random
979,979,3,Random
980,980,4,No transition
981,981,2,Random
982,982,3,Random
983,983,4,Random
984,984,4,Random
985,985,4,Random
986,986,1,Random
987,987,1,Random
988,988,2,Random
989,989,2,Random
990,990,2,Random
991,991,4,Random
992,992,3,Random
993,993,4,Random
994,994,4,Random
995,995,3,Random
996,996,4,Random
997,997,4,Random
998,998,1,Random
999,999,2,Random
1000,1000,1,No transition
1001,1001,1,Random
1002,1002,2,Random
1003,1003,4,Random
1004,1004,4,Random
1005,1005,3,Random
1006,1006,1,Random
1007,1007,2,Random
1008,1008,2,Random
1009,1009,2,Random
1010,1010,1,Random
1011,1011,1,Random
1012,1012,3,Random
1013,1013,4,Random
1014,1014,2,Random
1015,1015,3,Random
1016,1016,3,Random
1017,1017,4,Random
1018,1018,4,Random
1019,1019,4,Random
1020,1020,2,No transition
1021,1021,4,Random
1022,1022,3,Random
1023,1023,3,Random
1024,1024,1,Random
1025,1025,2,Random
1026,1026,1,Random
1027,1027,3,Random
1028,1028,1,Random
1029,1029,1,Random
1030,1030,4,Random
1031,1031,4,Random
1032,1032,4,Random
1033,1033,2,Random
1034,1034,4,Random
1035,1035,1,Random
1036,1036,4,Random
1037,1037,2,Random
1038,1038,4,Random
1039,1039,1,Random
1040,1040,3,No transition
1041,1041,2,Random
1042,1042,1,Random
1043,1043,3,Random
1044,1044,1,Random
1045,1045,3,Random
1046,1046,1,Random
1047,1047,2,Random
1048,1048,4,Random
1049,1049,2,Random
1050,1050,4,Random
1051,1051,2,Random
1052,1052,4,Random
1053,1053,1,Random
1054,1054,1,Random
1055,1055,4,Random
1056,1056,3,Random
1057,1057,3,Random
1058,1058,3,Random
1059,1059,1,Random
1060,1060,1,No transition
1061,1061,3,Random
1062,1062,3,Random
1063,1063,1,Random
1064,1064,2,Random
1065,1065,1,Random
1066,1066,4,Random
1067,1067,1,Random
1068,1068,3,Random
1069,1069,1,Random
1070,1070,2,Random
1071,1071,4,Random
1072,1072,1,Random
1073,1073,2,Random
1074,1074,1,Random
1075,1075,1,Random
1076,1076,3,Random
1077,1077,2,Random
1078,1078,4,Random
1079,1079,1,Random
1080,1080,1,No transition
1081,1081,2,Random
1082,1082,3,Random
1083,1083,3,Random
1084,1084,2,Random
1085,1085,4,Random
1086,1086,4,Random
1087,1087,4,Random
1088,1088,3,Random
1089,1089,3,Random
1090,1090,3,Random
1091,1091,2,Random
1092,1092,3,Random
1093,1093,1,Random
1094,1094,1,Random
1095,1095,1,Random
1096,1096,2,Random
1097,1097,2,Random
1098,1098,1,Random
1099,1099,1,Random
1100,1100,3,No transition
1101,1101,3,Random
1102,1102,3,Random
1103,1103,1,Random
1104,1104,4,Random
1105,1105,3,Random
1106,1106,2,Random
1107,1107,1,Random
1108,1108,3,Random
1109,1109,1,Random
1110,1110,3,Random
1111,1111,1,Random
1112,1112,4,Random
1113,1113,1,Random
1114,1114,4,Random
1115,1115,4,Random
1116,1116,3,Random
1117,1117,2,Random
1118,1118,1,Random
1119,1119,2,Random
1120,1120,2,No transition
1121,1121,2,Random
1122,1122,3,Random
1123,1123,4,Random
1124,1124,1,Random
1125,1125,3,Random
1126,1126,3,Random
1127,1127,2,Random
1128,1128,4,Random
1129,1129,3,Random
1130,1130,4,Random
1131,1131,3,Random
1132,1132,1,Random
1133,1133,2,Random
1134,1134,4,Random
1135,1135,4,Random
1136,1136,1,Random
1137,1137,3,Random
1138,1138,4,Random
1139,1139,2,Random
1140,1140,1,No transition
1141,1141,1,Random
1142,1142,2,Random
1143,1143,2,Random
1144,1144,3,Random
1145,1145,3,Random
1146,1146,2,Random
1147,1147,2,Random
1148,1148,1,Random
1149,1149,2,Random
1150,1150,1,Random
1151,1151,1,Random
1152,1152,4,Random
1153,1153,1,Random
1154,1154,2,Random
1155,1155,3,Random
1156,1156,4,Random
1157,1157,2,Random
1158,1158,2,Random
1159,1159,3,Random
1160,1160,4,No transition
1161,1161,2,Random
1162,1162,1,Random
1163,1163,1,Random
1164,1164,2,Random
1165,1165,2,Random
1166,1166,1,Random
1167,1167,2,Random
1168,1168,2,Random
1169,1169,1,Random
1170,1170,3,Random
1171,1171,3,Random
1172,1172,3,Random
1173,1173,2,Random
1174,1174,1,Random
1175,1175,3,Random
1176,1176,2,Random
1177,1177,3,Random
1178,1178,1,Random
1179,1179,1,Random
1180,1180,3,No transition
1181,1181,1,Random
1182,1182,4,Random
1183,1183,4,Random
1184,1184,1,Random
1185,1185,4,Random
1186,1186,2,Random
1187,1187,2,Random
1188,1188,2,Random
1189,1189,2,Random
1190,1190,2,Random
1191,1191,4,Random
1192,1192,2,Random
1193,1193,3,Random
1194,1194,4,Random
1195,1195,2,Random
1196,1196,2,Random
1197,1197,2,Random
1198,1198,4,Random
1199,1199,2,Random
1200,1200,4,No transition
1201,1201,2,Random
1202,1202,2,Random
1203,1203,1,Random
1204,1204,3,Random
1205,1205,3,Random
1206,1206,4,Random
1207,1207,3,Random
1208,1208,2,Random
1209,1209,1,Random
1210,1210,2,Random
1211,1211,4,Random
1212,1212,2,Random
1213,1213,3,Random
1214,1214,2,Random
1215,1215,1,Random
1216,1216,3,Random
1217,1217,3,Random
1218,1218,3,Random
1219,1219,1,Random
1220,1220,4,No transition
1221,1221,3,Random
1222,1222,2,Random
1223,1223,2,Random
1224,1224,2,Random
1225,1225,4,Random
1226,1226,3,Random
1227,1227,2,Random
1228,1228,1,Random
1229,1229,1,Random
1230,1230,1,Random
1231,1231,4,Random
1232,1232,2,Random
1233,1233,1,Random
1234,1234,2,Random
1235,1235,2,Random
1236,1236,2,Random
1237,1237,4,Random
1238,1238,1,Random
1239,1239,4,Random
1240,1240,1,No transition
1241,1241,4,Random
1242,1242,3,Random
1243,1243,3,Random
1244,1244,2,Random
1245,1245,4,Random
1246,1246,2,Random
1247,1247,3,Random
1248,1248,2,Random
1249,1249,3,Random
1250,1250,3,Random
1251,1251,2,Random
1252,1252,4,Random
1253,1253,1,Random
1254,1254,2,Random
1255,1255,4,Random
1256,1256,2,Random
1257,1257,3,Random
1258,1258,2,Random
1259,1259,1,Random
1260,1260,1,No transition
1261,1261,2,Random
1262,1262,2,Random
1263,1263,1,Random
1264,1264,4,Random
1265,1265,4,Random
1266,1266,1,Random
1267,1267,1,Random
1268,1268,4,Random
1269,1269,2,Random
1270,1270,4,Random
1271,1271,3,Random
1272,1272,4,Random
1273,1273,1,Random
1274,1274,3,Random
1275,1275,4,Random
1276,1276,3,Random
1277,1277,1,Random
1278,1278,2,Random
1279,1279,4,Random
1280,1280,2,No transition
1281,1281,1,Random
1282,1282,4,Random
1283,1283,1,Random
1284,1284,2,Random
1285,1285,3,Random
1286,1286,1,Random
1287,1287,1,Random
1288,1288,3,Random
1289,1289,1,Random
1290,1290,3,Random
1291,1291,1,Random
1292,1292,2,Random
1293,1293,3,Random
1294,1294,3,Random
1295,1295,2,Random
1296,1296,1,Random
1297,1297,2,Random
1298,1298,2,Random
1299,1299,1,Random
1300,1300,4,No transition
1301,1301,1,Random
1302,1302,3,Random
1303,1303,1,Random
1304,1304,4,Random
1305,1305,1,Random
1306,1306,4,Random
1307,1307,2,Random
1308,1308,3,Random
1309,1309,3,Random
1310,1310,3,Random
1311,1311,1,Random
1312,1312,4,Random
1313,1313,2,Random
1314,1314,4,Random
1315,1315,3,Random
1316,1316,1,Random
1317,1317,1,Random
1318,1318,1,Random
1319,1319,1,Random
1320,1320,1,No transition
1321,1321,1,Random
1322,1322,1,Random
1323,1323,4,Random
1324,1324,1,Random
1325,1325,1,Random
1326,1326,4,Random
1327,1327,3,Random
1328,1328,3,Random
1329,1329,2,Random
1330,1330,4,Random
1331,1331,4,Random
1332,1332,1,Random
1333,1333,3,Random
1334,1334,1,Random
1335,1335,3,Random
1336,1336,2,Random
1337,1337,3,Random
1338,1338,3,Random
1339,1339,2,Random
1340,1340,3,No transition
1341,1341,1,Random
1342,1342,2,Random
1343,1343,3,Random
1344,1344,2,Random
1345,1345,3,Random
1346,1346,2,Random
1347,1347,3,Random
1348,1348,3,Random
1349,1349,2,Random
1350,1350,4,Random
1351,1351,2,Random
1352,1352,1,Random
1353,1353,3,Random
1354,1354,3,Random
1355,1355,2,Random
1356,1356,4,Random
1357,1357,2,Random
1358,1358,1,Random
1359,1359,4,Random
1360,1360,4,No transition
1361,1361,3,Random
1362,1362,2,Random
1363,1363,1,Random
1364,1364,3,Random
1365,1365,2,Random
1366,1366,4,Random
1367,1367,2,Random
1368,1368,1,Random
1369,1369,2,Random
1370,1370,3,Random
1371,1371,3,Random
1372,1372,4,Random
1373,1373,4,Random
1374,1374,3,Random
1375,1375,4,Random
1376,1376,4,Random
1377,1377,4,Random
1378,1378,1,Random
1379,1379,1,Random
1380,1380,3,No transition
1381,1381,4,Random
1382,1382,2,Random
1383,1383,3,Random
1384,1384,1,Random
1385,1385,2,Random
1386,1386,1,Random
1387,1387,3,Random
1388,1388,4,Random
1389,1389,4,Random
1390,1390,3,Random
1391,1391,3,Random
1392,1392,3,Random
1393,1393,3,Random
1394,1394,1,Random
1395,1395,4,Random
1396,1396,4,Random
1397,1397,3,Random
1398,1398,3,Random
1399,1399,3,Random
1400,1400,2,No transition
1401,1401,1,Random
1402,1402,4,Random
1403,1403,3,Random
1404,1404,3,Random
1405,1405,2,Random
1406,1406,2,Random
1407,1407,3,Random
1408,1408,2,Random
1409,1409,1,Random
1410,1410,2,Random
1411,1411,2,Random
1412,1412,3,Random
1413,1413,2,Random
1414,1414,1,Random
1415,1415,1,Random
1416,1416,2,Random
1417,1417,1,Random
1418,1418,2,Random
1419,1419,1,Random
1420,1420,4,No transition
1421,1421,1,Random
1422,1422,2,Random
1423,1423,1,Random
1424,1424,4,Random
1425,1425,2,Random
1426,1426,2,Random
1427,1427,3,Random
1428,1428,2,Random
1429,1429,3,Random
1430,1430,1,Random
1431,1431,2,Random
1432,1432,4,Random
1433,1433,3,Random
1434,1434,2,Random
1435,1435,2,Random
1436,1436,1,Random
1437,1437,2,Random
1438,1438,2,Random
1439,1439,1,Random
1440,1440,4,No transition
1441,1441,4,Random
1442,1442,2,Random
1443,1443,2,Random
1444,1444,4,Random
