,trials,trial_keys,trial_type
414,414,4,Random
415,415,1,Random
416,416,2,Random
417,417,3,Random
418,418,3,Random
419,419,1,Random
420,420,3,No transition
421,421,4,Random
422,422,4,Random
423,423,1,Random
424,424,3,Random
425,425,3,Random
426,426,4,Random
427,427,1,Random
428,428,2,Random
429,429,3,Random
430,430,1,Random
431,431,4,Random
432,432,3,Random
433,433,2,Random
434,434,4,Random
435,435,2,Random
436,436,2,Random
437,437,2,Random
438,438,4,Random
439,439,3,Random
440,440,1,No transition
441,441,2,Random
442,442,1,Random
443,443,4,Random
444,444,4,Random
445,445,1,Random
446,446,4,Random
447,447,4,Random
448,448,4,Random
449,449,3,Random
450,450,2,Random
451,451,1,Random
452,452,3,Random
453,453,2,Random
454,454,2,Random
455,455,3,Random
456,456,2,Random
457,457,2,Random
458,458,4,Random
459,459,4,Random
460,460,4,No transition
461,461,4,Random
462,462,4,Random
463,463,3,Random
464,464,3,Random
465,465,2,Random
466,466,3,Random
467,467,1,Random
468,468,2,Random
469,469,2,Random
470,470,2,Random
471,471,2,Random
472,472,4,Random
473,473,4,Random
474,474,1,Random
475,475,2,Random
476,476,4,Random
477,477,4,Random
478,478,2,Random
479,479,3,Random
480,480,3,No transition
481,481,1,Random
482,482,3,Random
483,483,4,Random
484,484,3,Random
485,485,4,Random
486,486,3,Random
487,487,2,Random
488,488,4,Random
489,489,4,Random
490,490,2,Random
491,491,1,Random
492,492,2,Random
493,493,3,Random
494,494,1,Random
495,495,4,Random
496,496,1,Random
497,497,3,Random
498,498,1,Random
499,499,1,Random
500,500,4,No transition
501,501,1,Random
502,502,3,Random
503,503,2,Random
504,504,4,Random
505,505,2,Random
506,506,2,Random
507,507,3,Random
508,508,1,Random
509,509,3,Random
510,510,2,Random
511,511,4,Random
512,512,2,Random
513,513,2,Random
514,514,3,Random
515,515,1,Random
516,516,3,Random
517,517,4,Random
518,518,4,Random
519,519,2,Random
520,520,1,No transition
521,521,1,Random
522,522,1,Random
523,523,1,Random
524,524,3,Random
525,525,4,Random
526,526,1,Random
527,527,3,Random
528,528,3,Random
529,529,4,Random
530,530,1,Random
531,531,2,Random
532,532,2,Random
533,533,4,Random
534,534,2,Random
535,535,1,Random
536,536,2,Random
537,537,2,Random
538,538,2,Random
539,539,1,Random
540,540,4,No transition
541,541,1,Random
542,542,1,Random
543,543,3,Random
544,544,4,Random
545,545,1,Random
546,546,2,Random
547,547,2,Random
548,548,1,Random
549,549,4,Random
550,550,1,Random
551,551,4,Random
552,552,4,Random
553,553,4,Random
554,554,2,Random
555,555,1,Random
556,556,2,Random
557,557,2,Random
558,558,3,Random
559,559,4,Random
560,560,3,No transition
561,561,3,Random
562,562,1,Random
563,563,4,Random
564,564,3,Random
565,565,2,Random
566,566,2,Random
567,567,3,Random
568,568,4,Random
569,569,1,Random
570,570,1,Random
571,571,3,Random
572,572,3,Random
573,573,4,Random
574,574,1,Random
575,575,1,Random
576,576,3,Random
577,577,1,Random
578,578,2,Random
579,579,4,Random
580,580,3,No transition
581,581,2,Random
582,582,2,Random
583,583,3,Random
584,584,4,Random
585,585,2,Random
586,586,3,Random
587,587,2,Random
588,588,1,Random
589,589,2,Random
590,590,2,Random
591,591,3,Random
592,592,3,Random
593,593,2,Random
594,594,1,Random
595,595,4,Random
596,596,3,Random
597,597,1,Random
598,598,2,Random
599,599,3,Random
600,600,4,No transition
601,601,1,Random
602,602,3,Random
603,603,3,Random
604,604,1,Random
605,605,1,Random
606,606,4,Random
607,607,1,Random
608,608,1,Random
609,609,1,Random
610,610,4,Random
611,611,1,Random
612,612,4,Random
613,613,1,Random
614,614,3,Random
615,615,2,Random
616,616,1,Random
617,617,4,Random
618,618,4,Random
619,619,4,Random
620,620,3,No transition
621,621,3,Random
622,622,3,Random
623,623,1,Random
624,624,1,Random
625,625,2,Random
626,626,1,Random
627,627,4,Random
628,628,4,Random
629,629,3,Random
630,630,3,Random
631,631,3,Random
632,632,3,Random
633,633,4,Random
634,634,1,Random
635,635,4,Random
636,636,3,Random
637,637,4,Random
638,638,3,Random
639,639,2,Random
640,640,1,No transition
641,641,1,Random
642,642,1,Random
643,643,2,Random
644,644,2,Random
645,645,1,Random
646,646,3,Random
647,647,1,Random
648,648,3,Random
649,649,2,Random
650,650,2,Random
651,651,4,Random
652,652,2,Random
653,653,4,Random
654,654,3,Random
655,655,2,Random
656,656,4,Random
657,657,2,Random
658,658,4,Random
659,659,3,Random
660,660,1,No transition
661,661,4,Random
662,662,2,Random
663,663,1,Random
664,664,1,Random
665,665,4,Random
666,666,4,Random
667,667,4,Random
668,668,2,Random
669,669,1,Random
670,670,1,Random
671,671,4,Random
672,672,3,Random
673,673,2,Random
674,674,3,Random
675,675,1,Random
676,676,4,Random
677,677,1,Random
678,678,4,Random
679,679,3,Random
680,680,1,No transition
681,681,2,Random
682,682,1,Random
683,683,3,Random
684,684,1,Random
685,685,1,Random
686,686,3,Random
687,687,4,Random
688,688,1,Random
689,689,4,Random
690,690,2,Random
691,691,4,Random
692,692,3,Random
693,693,4,Random
694,694,2,Random
695,695,1,Random
696,696,2,Random
697,697,3,Random
698,698,1,Random
699,699,4,Random
700,700,1,No transition
701,701,1,Random
702,702,2,Random
703,703,2,Random
704,704,1,Random
705,705,4,Random
706,706,4,Random
707,707,1,Random
708,708,2,Random
709,709,2,Random
710,710,1,Random
711,711,4,Random
712,712,1,Random
713,713,3,Random
714,714,1,Random
715,715,3,Random
716,716,1,Random
717,717,3,Random
718,718,1,Random
719,719,3,Random
720,720,4,No transition
721,721,2,Random
722,722,3,Random
723,723,2,Random
724,724,4,Random
725,725,3,Random
726,726,2,Random
727,727,2,Random
728,728,1,Random
729,729,3,Random
730,730,4,Random
731,731,4,Random
732,732,2,Random
733,733,1,Random
734,734,4,Random
735,735,4,Random
736,736,2,Random
737,737,3,Random
738,738,3,Random
739,739,3,Random
740,740,2,No transition
741,741,4,Random
742,742,1,Random
743,743,3,Random
744,744,1,Random
745,745,4,Random
746,746,4,Random
747,747,4,Random
748,748,4,Random
749,749,4,Random
750,750,2,Random
751,751,3,Random
752,752,3,Random
753,753,3,Random
754,754,2,Random
755,755,4,Random
756,756,2,Random
757,757,1,Random
758,758,1,Random
759,759,3,Random
760,760,1,No transition
761,761,4,Random
762,762,2,Random
763,763,1,Random
764,764,1,Random
765,765,4,Random
766,766,2,Random
767,767,2,Random
768,768,2,Random
769,769,2,Random
770,770,4,Random
771,771,1,Random
772,772,2,Random
773,773,2,Random
774,774,2,Random
775,775,2,Random
776,776,3,Random
777,777,4,Random
778,778,4,Random
779,779,2,Random
780,780,4,No transition
781,781,4,Random
782,782,1,Random
783,783,2,Random
784,784,1,Random
785,785,3,Random
786,786,4,Random
787,787,3,Random
788,788,3,Random
789,789,1,Random
790,790,2,Random
791,791,2,Random
792,792,2,Random
793,793,4,Random
794,794,1,Random
795,795,2,Random
796,796,4,Random
797,797,4,Random
798,798,1,Random
799,799,4,Random
800,800,4,No transition
801,801,3,Random
802,802,1,Random
803,803,2,Random
804,804,1,Random
805,805,1,Random
806,806,3,Random
807,807,1,Random
808,808,4,Random
809,809,4,Random
810,810,1,Random
811,811,1,Random
812,812,4,Random
813,813,4,Random
814,814,3,Random
815,815,3,Random
816,816,2,Random
817,817,2,Random
818,818,2,Random
819,819,3,Random
820,820,4,No transition
821,821,2,Random
822,822,3,Random
823,823,2,Random
824,824,2,Random
825,825,3,Random
826,826,1,Random
827,827,1,Random
828,828,4,Random
829,829,3,Random
830,830,3,Random
831,831,1,Random
832,832,2,Random
833,833,3,Random
834,834,1,Random
835,835,2,Random
836,836,3,Random
837,837,4,Random
838,838,4,Random
839,839,2,Random
840,840,3,No transition
841,841,1,Random
842,842,2,Random
843,843,4,Random
844,844,4,Random
845,845,3,Random
846,846,3,Random
847,847,4,Random
848,848,1,Random
849,849,2,Random
850,850,2,Random
851,851,3,Random
852,852,4,Random
853,853,2,Random
854,854,3,Random
855,855,4,Random
856,856,4,Random
857,857,3,Random
858,858,4,Random
859,859,2,Random
860,860,1,No transition
861,861,1,Random
862,862,4,Random
863,863,4,Random
864,864,4,Random
865,865,4,Random
866,866,2,Random
867,867,1,Random
868,868,4,Random
869,869,1,Random
870,870,2,Random
871,871,2,Random
872,872,3,Random
873,873,3,Random
874,874,3,Random
875,875,3,Random
876,876,1,Random
877,877,2,Random
878,878,2,Random
879,879,1,Random
880,880,2,No transition
881,881,3,Random
882,882,3,Random
883,883,1,Random
884,884,1,Random
885,885,2,Random
886,886,4,Random
887,887,2,Random
888,888,4,Random
889,889,2,Random
890,890,4,Random
891,891,2,Random
892,892,2,Random
893,893,1,Random
894,894,2,Random
895,895,3,Random
896,896,3,Random
897,897,2,Random
898,898,3,Random
899,899,4,Random
900,900,2,No transition
901,901,2,Random
902,902,1,Random
903,903,2,Random
904,904,1,Random
905,905,1,Random
906,906,4,Random
907,907,1,Random
908,908,3,Random
909,909,3,Random
910,910,3,Random
911,911,4,Random
912,912,1,Random
913,913,4,Random
914,914,1,Random
915,915,4,Random
916,916,2,Random
917,917,3,Random
918,918,3,Random
919,919,1,Random
920,920,3,No transition
921,921,1,Random
922,922,2,Random
923,923,2,Random
924,924,2,Random
925,925,2,Random
926,926,3,Random
927,927,3,Random
928,928,4,Random
929,929,4,Random
930,930,1,Random
931,931,2,Random
932,932,1,Random
933,933,3,Random
934,934,3,Random
935,935,4,Random
936,936,2,Random
937,937,4,Random
938,938,3,Random
939,939,1,Random
940,940,1,No transition
941,941,4,Random
942,942,1,Random
943,943,1,Random
944,944,3,Random
945,945,1,Random
946,946,1,Random
947,947,2,Random
948,948,1,Random
949,949,4,Random
950,950,2,Random
951,951,3,Random
952,952,2,Random
953,953,1,Random
954,954,1,Random
955,955,1,Random
956,956,1,Random
957,957,1,Random
958,958,4,Random
959,959,3,Random
960,960,1,No transition
961,961,1,Random
962,962,4,Random
963,963,1,Random
964,964,4,Random
965,965,4,Random
966,966,2,Random
967,967,4,Random
968,968,2,Random
969,969,4,Random
970,970,4,Random
971,971,1,Random
972,972,2,Random
973,973,3,Random
974,974,4,Random
975,975,4,Random
976,976,1,Random
977,977,4,Random
978,978,1,Random
979,979,2,Random
980,980,4,No transition
981,981,4,Random
982,982,2,Random
983,983,3,Random
984,984,4,Random
985,985,1,Random
986,986,3,Random
987,987,3,Random
988,988,1,Random
989,989,3,Random
990,990,2,Random
991,991,4,Random
992,992,4,Random
993,993,2,Random
994,994,3,Random
995,995,3,Random
996,996,3,Random
997,997,3,Random
998,998,3,Random
999,999,4,Random
1000,1000,4,No transition
1001,1001,4,Random
1002,1002,4,Random
1003,1003,2,Random
1004,1004,1,Random
1005,1005,2,Random
1006,1006,1,Random
1007,1007,4,Random
1008,1008,2,Random
1009,1009,1,Random
1010,1010,2,Random
1011,1011,2,Random
1012,1012,3,Random
1013,1013,3,Random
1014,1014,1,Random
1015,1015,3,Random
1016,1016,3,Random
1017,1017,4,Random
1018,1018,4,Random
1019,1019,2,Random
1020,1020,2,No transition
1021,1021,1,Random
1022,1022,2,Random
1023,1023,4,Random
1024,1024,4,Random
1025,1025,2,Random
1026,1026,2,Random
1027,1027,1,Random
1028,1028,4,Random
1029,1029,3,Random
1030,1030,3,Random
1031,1031,2,Random
1032,1032,4,Random
1033,1033,4,Random
1034,1034,2,Random
1035,1035,3,Random
1036,1036,3,Random
1037,1037,2,Random
1038,1038,1,Random
1039,1039,4,Random
1040,1040,2,No transition
1041,1041,4,Random
1042,1042,3,Random
1043,1043,4,Random
1044,1044,4,Random
1045,1045,3,Random
1046,1046,2,Random
1047,1047,3,Random
1048,1048,1,Random
1049,1049,2,Random
1050,1050,1,Random
1051,1051,2,Random
1052,1052,1,Random
1053,1053,2,Random
1054,1054,3,Random
1055,1055,3,Random
1056,1056,3,Random
1057,1057,2,Random
1058,1058,2,Random
1059,1059,2,Random
1060,1060,3,No transition
1061,1061,2,Random
1062,1062,1,Random
1063,1063,4,Random
1064,1064,4,Random
1065,1065,1,Random
1066,1066,3,Random
1067,1067,1,Random
1068,1068,3,Random
1069,1069,3,Random
1070,1070,1,Random
1071,1071,3,Random
1072,1072,3,Random
1073,1073,2,Random
1074,1074,1,Random
1075,1075,3,Random
1076,1076,1,Random
1077,1077,1,Random
1078,1078,4,Random
1079,1079,2,Random
1080,1080,4,No transition
1081,1081,2,Random
1082,1082,4,Random
1083,1083,4,Random
1084,1084,4,Random
1085,1085,2,Random
1086,1086,4,Random
1087,1087,1,Random
1088,1088,2,Random
1089,1089,1,Random
1090,1090,2,Random
1091,1091,2,Random
1092,1092,4,Random
1093,1093,1,Random
1094,1094,4,Random
1095,1095,1,Random
1096,1096,4,Random
1097,1097,3,Random
1098,1098,4,Random
1099,1099,4,Random
1100,1100,3,No transition
1101,1101,2,Random
1102,1102,4,Random
1103,1103,4,Random
1104,1104,3,Random
1105,1105,1,Random
1106,1106,4,Random
1107,1107,1,Random
1108,1108,3,Random
1109,1109,4,Random
1110,1110,3,Random
1111,1111,3,Random
1112,1112,4,Random
1113,1113,2,Random
1114,1114,2,Random
1115,1115,3,Random
1116,1116,2,Random
1117,1117,3,Random
1118,1118,4,Random
1119,1119,1,Random
1120,1120,2,No transition
1121,1121,1,Random
1122,1122,4,Random
1123,1123,3,Random
1124,1124,3,Random
1125,1125,2,Random
1126,1126,3,Random
1127,1127,3,Random
1128,1128,2,Random
1129,1129,4,Random
1130,1130,2,Random
1131,1131,4,Random
1132,1132,4,Random
1133,1133,4,Random
1134,1134,1,Random
1135,1135,1,Random
1136,1136,3,Random
1137,1137,3,Random
1138,1138,4,Random
1139,1139,1,Random
1140,1140,1,No transition
1141,1141,4,Random
1142,1142,4,Random
1143,1143,1,Random
1144,1144,2,Random
1145,1145,3,Random
1146,1146,4,Random
1147,1147,3,Random
1148,1148,2,Random
1149,1149,3,Random
1150,1150,3,Random
1151,1151,3,Random
1152,1152,4,Random
1153,1153,3,Random
1154,1154,4,Random
1155,1155,1,Random
1156,1156,1,Random
1157,1157,4,Random
1158,1158,4,Random
1159,1159,1,Random
1160,1160,4,No transition
1161,1161,3,Random
1162,1162,1,Random
1163,1163,1,Random
1164,1164,3,Random
1165,1165,3,Random
1166,1166,2,Random
1167,1167,3,Random
1168,1168,4,Random
1169,1169,3,Random
1170,1170,1,Random
1171,1171,2,Random
1172,1172,1,Random
1173,1173,2,Random
1174,1174,1,Random
1175,1175,4,Random
1176,1176,2,Random
1177,1177,2,Random
1178,1178,1,Random
1179,1179,1,Random
1180,1180,2,No transition
1181,1181,1,Random
1182,1182,4,Random
1183,1183,2,Random
1184,1184,2,Random
1185,1185,1,Random
1186,1186,3,Random
1187,1187,3,Random
1188,1188,2,Random
1189,1189,4,Random
1190,1190,4,Random
1191,1191,2,Random
1192,1192,2,Random
1193,1193,1,Random
1194,1194,2,Random
1195,1195,4,Random
1196,1196,1,Random
1197,1197,3,Random
1198,1198,2,Random
1199,1199,1,Random
1200,1200,1,No transition
1201,1201,2,Random
1202,1202,2,Random
1203,1203,2,Random
1204,1204,3,Random
1205,1205,1,Random
1206,1206,1,Random
1207,1207,2,Random
1208,1208,2,Random
1209,1209,3,Random
1210,1210,2,Random
1211,1211,4,Random
1212,1212,4,Random
1213,1213,1,Random
1214,1214,1,Random
1215,1215,2,Random
1216,1216,2,Random
1217,1217,4,Random
1218,1218,2,Random
1219,1219,2,Random
1220,1220,1,No transition
1221,1221,1,Random
1222,1222,2,Random
1223,1223,3,Random
1224,1224,3,Random
1225,1225,3,Random
1226,1226,1,Random
1227,1227,3,Random
1228,1228,2,Random
1229,1229,1,Random
1230,1230,1,Random
1231,1231,2,Random
1232,1232,2,Random
1233,1233,3,Random
1234,1234,1,Random
1235,1235,1,Random
1236,1236,3,Random
1237,1237,3,Random
1238,1238,2,Random
1239,1239,1,Random
1240,1240,3,No transition
1241,1241,3,Random
1242,1242,3,Random
1243,1243,4,Random
1244,1244,4,Random
1245,1245,1,Random
1246,1246,1,Random
1247,1247,3,Random
1248,1248,1,Random
1249,1249,3,Random
1250,1250,1,Random
1251,1251,3,Random
1252,1252,4,Random
1253,1253,4,Random
1254,1254,3,Random
1255,1255,4,Random
1256,1256,3,Random
1257,1257,2,Random
1258,1258,1,Random
1259,1259,3,Random
1260,1260,4,No transition
1261,1261,4,Random
1262,1262,3,Random
1263,1263,3,Random
1264,1264,4,Random
1265,1265,1,Random
1266,1266,1,Random
1267,1267,3,Random
1268,1268,4,Random
1269,1269,4,Random
1270,1270,3,Random
1271,1271,2,Random
1272,1272,3,Random
1273,1273,3,Random
1274,1274,3,Random
1275,1275,1,Random
1276,1276,4,Random
1277,1277,2,Random
1278,1278,4,Random
1279,1279,1,Random
1280,1280,2,No transition
1281,1281,3,Random
1282,1282,3,Random
1283,1283,1,Random
1284,1284,1,Random
1285,1285,3,Random
1286,1286,3,Random
1287,1287,2,Random
1288,1288,4,Random
1289,1289,4,Random
1290,1290,1,Random
1291,1291,4,Random
1292,1292,1,Random
1293,1293,3,Random
1294,1294,4,Random
1295,1295,4,Random
1296,1296,1,Random
1297,1297,3,Random
1298,1298,3,Random
1299,1299,1,Random
1300,1300,4,No transition
1301,1301,3,Random
1302,1302,1,Random
1303,1303,2,Random
1304,1304,2,Random
1305,1305,1,Random
1306,1306,4,Random
1307,1307,4,Random
1308,1308,4,Random
1309,1309,2,Random
1310,1310,2,Random
1311,1311,4,Random
1312,1312,2,Random
1313,1313,2,Random
1314,1314,1,Random
1315,1315,2,Random
1316,1316,4,Random
1317,1317,4,Random
1318,1318,2,Random
1319,1319,1,Random
1320,1320,2,No transition
1321,1321,1,Random
1322,1322,4,Random
1323,1323,2,Random
1324,1324,3,Random
1325,1325,4,Random
1326,1326,4,Random
1327,1327,2,Random
1328,1328,1,Random
1329,1329,4,Random
1330,1330,4,Random
1331,1331,2,Random
1332,1332,2,Random
1333,1333,4,Random
1334,1334,2,Random
1335,1335,1,Random
1336,1336,1,Random
1337,1337,1,Random
1338,1338,4,Random
1339,1339,4,Random
1340,1340,4,No transition
1341,1341,2,Random
1342,1342,3,Random
1343,1343,2,Random
1344,1344,3,Random
1345,1345,3,Random
1346,1346,3,Random
1347,1347,1,Random
1348,1348,4,Random
1349,1349,4,Random
1350,1350,1,Random
1351,1351,4,Random
1352,1352,2,Random
1353,1353,2,Random
1354,1354,2,Random
1355,1355,3,Random
1356,1356,3,Random
1357,1357,4,Random
1358,1358,2,Random
1359,1359,3,Random
1360,1360,3,No transition
1361,1361,3,Random
1362,1362,3,Random
1363,1363,4,Random
1364,1364,3,Random
1365,1365,3,Random
1366,1366,3,Random
1367,1367,3,Random
1368,1368,4,Random
1369,1369,3,Random
1370,1370,3,Random
1371,1371,4,Random
1372,1372,3,Random
1373,1373,4,Random
1374,1374,2,Random
1375,1375,2,Random
1376,1376,1,Random
1377,1377,3,Random
1378,1378,1,Random
1379,1379,4,Random
1380,1380,1,No transition
1381,1381,4,Random
1382,1382,4,Random
1383,1383,4,Random
1384,1384,1,Random
1385,1385,4,Random
1386,1386,2,Random
1387,1387,3,Random
1388,1388,3,Random
1389,1389,4,Random
1390,1390,3,Random
1391,1391,4,Random
1392,1392,2,Random
1393,1393,1,Random
1394,1394,2,Random
1395,1395,2,Random
1396,1396,3,Random
1397,1397,2,Random
1398,1398,2,Random
1399,1399,3,Random
1400,1400,2,No transition
1401,1401,4,Random
1402,1402,1,Random
1403,1403,2,Random
1404,1404,4,Random
1405,1405,2,Random
1406,1406,4,Random
1407,1407,2,Random
1408,1408,2,Random
1409,1409,2,Random
1410,1410,4,Random
1411,1411,3,Random
1412,1412,1,Random
1413,1413,4,Random
1414,1414,1,Random
1415,1415,1,Random
1416,1416,3,Random
1417,1417,2,Random
1418,1418,4,Random
1419,1419,1,Random
1420,1420,4,No transition
1421,1421,3,Random
1422,1422,2,Random
1423,1423,4,Random
1424,1424,4,Random
1425,1425,1,Random
1426,1426,2,Random
1427,1427,4,Random
1428,1428,2,Random
1429,1429,4,Random
1430,1430,2,Random
1431,1431,1,Random
1432,1432,4,Random
1433,1433,4,Random
1434,1434,2,Random
1435,1435,4,Random
1436,1436,3,Random
1437,1437,2,Random
1438,1438,1,Random
1439,1439,2,Random
1440,1440,1,No transition
1441,1441,3,Random
1442,1442,1,Random
1443,1443,1,Random
1444,1444,4,Random
