,trials,trial_keys,trial_type
152,152,4,Random
153,153,3,Random
154,154,3,Random
155,155,1,Random
156,156,2,Random
157,157,2,Random
158,158,4,Random
159,159,2,Random
160,160,2,No transition
161,161,3,Random
162,162,2,Random
163,163,4,Random
164,164,4,Random
165,165,4,Random
166,166,3,Random
167,167,2,Random
168,168,1,Random
169,169,3,Random
170,170,4,Random
171,171,1,Random
172,172,3,Random
173,173,4,Random
174,174,2,Random
175,175,4,Random
176,176,4,Random
177,177,3,Random
178,178,3,Random
179,179,3,Random
180,180,1,No transition
181,181,3,Random
182,182,3,Random
183,183,3,Random
184,184,4,Random
185,185,4,Random
186,186,4,Random
187,187,4,Random
188,188,4,Random
189,189,2,Random
190,190,1,Random
191,191,3,Random
192,192,2,Random
193,193,4,Random
194,194,1,Random
195,195,4,Random
196,196,2,Random
197,197,3,Random
198,198,3,Random
199,199,4,Random
200,200,3,No transition
201,201,3,Random
202,202,2,Random
203,203,4,Random
204,204,3,Random
205,205,2,Random
206,206,3,Random
207,207,1,Random
208,208,4,Random
209,209,1,Random
210,210,1,Random
211,211,1,Random
212,212,1,Random
213,213,1,Random
214,214,3,Random
215,215,2,Random
216,216,1,Random
217,217,3,Random
218,218,1,Random
219,219,4,Random
220,220,2,No transition
221,221,1,Random
222,222,1,Random
223,223,3,Random
224,224,1,Random
225,225,1,Random
226,226,3,Random
227,227,2,Random
228,228,4,Random
229,229,2,Random
230,230,4,Random
231,231,3,Random
232,232,4,Random
233,233,2,Random
234,234,3,Random
235,235,2,Random
236,236,4,Random
237,237,4,Random
238,238,4,Random
239,239,4,Random
240,240,3,No transition
241,241,3,Random
242,242,3,Random
243,243,4,Random
244,244,1,Random
245,245,4,Random
246,246,3,Random
247,247,1,Random
248,248,3,Random
249,249,4,Random
250,250,4,Random
251,251,3,Random
252,252,3,Random
253,253,4,Random
254,254,4,Random
255,255,4,Random
256,256,1,Random
257,257,3,Random
258,258,3,Random
259,259,2,Random
260,260,1,No transition
261,261,3,Random
262,262,2,Random
263,263,1,Random
264,264,1,Random
265,265,2,Random
266,266,3,Random
267,267,2,Random
268,268,3,Random
269,269,3,Random
270,270,3,Random
271,271,4,Random
272,272,4,Random
273,273,3,Random
274,274,2,Random
275,275,1,Random
276,276,4,Random
277,277,4,Random
278,278,4,Random
279,279,3,Random
280,280,2,No transition
281,281,3,Random
282,282,3,Random
283,283,3,Random
284,284,2,Random
285,285,2,Random
286,286,3,Random
287,287,1,Random
288,288,3,Random
289,289,2,Random
290,290,1,Random
291,291,2,Random
292,292,1,Random
293,293,1,Random
294,294,3,Random
295,295,2,Random
296,296,4,Random
297,297,4,Random
298,298,1,Random
299,299,3,Random
300,300,1,No transition
301,301,3,Random
302,302,3,Random
303,303,4,Random
304,304,1,Random
305,305,1,Random
306,306,2,Random
307,307,3,Random
308,308,2,Random
309,309,4,Random
310,310,3,Random
311,311,3,Random
312,312,3,Random
313,313,2,Random
314,314,3,Random
315,315,2,Random
316,316,2,Random
317,317,4,Random
318,318,1,Random
319,319,4,Random
320,320,1,No transition
321,321,1,Random
322,322,3,Random
323,323,3,Random
324,324,2,Random
325,325,4,Random
326,326,3,Random
327,327,2,Random
328,328,3,Random
329,329,4,Random
330,330,3,Random
331,331,3,Random
332,332,3,Random
333,333,3,Random
334,334,2,Random
335,335,1,Random
336,336,2,Random
337,337,4,Random
338,338,3,Random
339,339,1,Random
340,340,3,No transition
341,341,2,Random
342,342,4,Random
343,343,2,Random
344,344,1,Random
345,345,2,Random
346,346,3,Random
347,347,1,Random
348,348,3,Random
349,349,1,Random
350,350,3,Random
351,351,3,Random
352,352,3,Random
353,353,1,Random
354,354,1,Random
355,355,1,Random
356,356,2,Random
357,357,2,Random
358,358,1,Random
359,359,3,Random
360,360,4,No transition
361,361,1,Random
362,362,2,Random
363,363,1,Random
364,364,1,Random
365,365,3,Random
366,366,1,Random
367,367,1,Random
368,368,4,Random
369,369,2,Random
370,370,2,Random
371,371,1,Random
372,372,3,Random
373,373,2,Random
374,374,3,Random
375,375,3,Random
376,376,1,Random
377,377,1,Random
378,378,2,Random
379,379,4,Random
380,380,2,No transition
381,381,2,Random
382,382,1,Random
383,383,3,Random
384,384,3,Random
385,385,2,Random
386,386,4,Random
387,387,4,Random
388,388,3,Random
389,389,2,Random
390,390,2,Random
391,391,1,Random
392,392,1,Random
393,393,1,Random
394,394,2,Random
395,395,4,Random
396,396,4,Random
397,397,3,Random
398,398,2,Random
399,399,3,Random
400,400,1,No transition
401,401,1,Random
402,402,2,Random
403,403,2,Random
404,404,3,Random
405,405,1,Random
406,406,2,Random
407,407,2,Random
408,408,1,Random
409,409,3,Random
410,410,3,Random
411,411,1,Random
412,412,3,Random
413,413,2,Random
414,414,2,Random
415,415,3,Random
416,416,3,Random
417,417,1,Random
418,418,4,Random
419,419,4,Random
420,420,3,No transition
421,421,1,Random
422,422,3,Random
423,423,3,Random
424,424,2,Random
425,425,3,Random
426,426,2,Random
427,427,4,Random
428,428,4,Random
429,429,2,Random
430,430,4,Random
431,431,4,Random
432,432,2,Random
433,433,1,Random
434,434,1,Random
435,435,4,Random
436,436,4,Random
437,437,4,Random
438,438,1,Random
439,439,3,Random
440,440,4,No transition
441,441,1,Random
442,442,4,Random
443,443,4,Random
444,444,4,Random
445,445,2,Random
446,446,1,Random
447,447,2,Random
448,448,3,Random
449,449,2,Random
450,450,3,Random
451,451,4,Random
452,452,3,Random
453,453,1,Random
454,454,4,Random
455,455,1,Random
456,456,1,Random
457,457,1,Random
458,458,2,Random
459,459,2,Random
460,460,1,No transition
461,461,3,Random
462,462,4,Random
463,463,3,Random
464,464,1,Random
465,465,2,Random
466,466,1,Random
467,467,1,Random
468,468,4,Random
469,469,1,Random
470,470,2,Random
471,471,4,Random
472,472,3,Random
473,473,3,Random
474,474,3,Random
475,475,1,Random
476,476,1,Random
477,477,1,Random
478,478,4,Random
479,479,3,Random
480,480,4,No transition
481,481,3,Random
482,482,3,Random
483,483,4,Random
484,484,1,Random
485,485,3,Random
486,486,2,Random
487,487,2,Random
488,488,4,Random
489,489,1,Random
490,490,2,Random
491,491,4,Random
492,492,2,Random
493,493,4,Random
494,494,2,Random
495,495,3,Random
496,496,4,Random
497,497,1,Random
498,498,1,Random
499,499,1,Random
500,500,4,No transition
501,501,2,Random
502,502,2,Random
503,503,4,Random
504,504,1,Random
505,505,1,Random
506,506,4,Random
507,507,4,Random
508,508,1,Random
509,509,1,Random
510,510,1,Random
511,511,1,Random
512,512,3,Random
513,513,1,Random
514,514,1,Random
515,515,1,Random
516,516,1,Random
517,517,4,Random
518,518,4,Random
519,519,4,Random
520,520,3,No transition
521,521,1,Random
522,522,4,Random
523,523,1,Random
524,524,1,Random
525,525,3,Random
526,526,1,Random
527,527,4,Random
528,528,3,Random
529,529,1,Random
530,530,2,Random
531,531,4,Random
532,532,2,Random
533,533,4,Random
534,534,4,Random
535,535,4,Random
536,536,2,Random
537,537,1,Random
538,538,4,Random
539,539,2,Random
540,540,4,No transition
541,541,1,Random
542,542,2,Random
543,543,2,Random
544,544,4,Random
545,545,3,Random
546,546,1,Random
547,547,4,Random
548,548,1,Random
549,549,4,Random
550,550,2,Random
551,551,4,Random
552,552,2,Random
553,553,3,Random
554,554,4,Random
555,555,1,Random
556,556,2,Random
557,557,3,Random
558,558,4,Random
559,559,3,Random
560,560,2,No transition
561,561,2,Random
562,562,1,Random
563,563,3,Random
564,564,2,Random
565,565,1,Random
566,566,1,Random
567,567,1,Random
568,568,4,Random
569,569,1,Random
570,570,4,Random
571,571,1,Random
572,572,4,Random
573,573,2,Random
574,574,2,Random
575,575,4,Random
576,576,1,Random
577,577,4,Random
578,578,3,Random
579,579,3,Random
580,580,4,No transition
581,581,1,Random
582,582,4,Random
583,583,4,Random
584,584,1,Random
585,585,3,Random
586,586,4,Random
587,587,3,Random
588,588,4,Random
589,589,3,Random
590,590,2,Random
591,591,3,Random
592,592,2,Random
593,593,4,Random
594,594,1,Random
595,595,3,Random
596,596,3,Random
597,597,1,Random
598,598,4,Random
599,599,2,Random
600,600,1,No transition
601,601,1,Random
602,602,1,Random
603,603,4,Random
604,604,3,Random
605,605,2,Random
606,606,1,Random
607,607,1,Random
608,608,1,Random
609,609,2,Random
610,610,2,Random
611,611,1,Random
612,612,4,Random
613,613,3,Random
614,614,2,Random
615,615,2,Random
616,616,3,Random
617,617,3,Random
618,618,1,Random
619,619,2,Random
620,620,3,No transition
621,621,3,Random
622,622,1,Random
623,623,4,Random
624,624,2,Random
625,625,2,Random
626,626,2,Random
627,627,3,Random
628,628,3,Random
629,629,1,Random
630,630,2,Random
631,631,1,Random
632,632,2,Random
633,633,4,Random
634,634,2,Random
635,635,3,Random
636,636,4,Random
637,637,3,Random
638,638,1,Random
639,639,4,Random
640,640,4,No transition
641,641,2,Random
642,642,4,Random
643,643,4,Random
644,644,1,Random
645,645,4,Random
646,646,2,Random
647,647,3,Random
648,648,4,Random
649,649,3,Random
650,650,1,Random
651,651,1,Random
652,652,3,Random
653,653,2,Random
654,654,2,Random
655,655,3,Random
656,656,1,Random
657,657,4,Random
658,658,2,Random
659,659,2,Random
660,660,2,No transition
661,661,1,Random
662,662,4,Random
663,663,4,Random
664,664,4,Random
665,665,4,Random
666,666,3,Random
667,667,3,Random
668,668,4,Random
669,669,2,Random
670,670,4,Random
671,671,3,Random
672,672,1,Random
673,673,3,Random
674,674,2,Random
675,675,1,Random
676,676,1,Random
677,677,2,Random
678,678,1,Random
679,679,4,Random
680,680,3,No transition
681,681,1,Random
682,682,3,Random
683,683,3,Random
684,684,3,Random
685,685,4,Random
686,686,2,Random
687,687,3,Random
688,688,4,Random
689,689,3,Random
690,690,1,Random
691,691,4,Random
692,692,4,Random
693,693,2,Random
694,694,4,Random
695,695,3,Random
696,696,1,Random
697,697,4,Random
698,698,1,Random
699,699,4,Random
700,700,3,No transition
701,701,1,Random
702,702,4,Random
703,703,1,Random
704,704,4,Random
705,705,2,Random
706,706,4,Random
707,707,2,Random
708,708,4,Random
709,709,3,Random
710,710,2,Random
711,711,4,Random
712,712,4,Random
713,713,4,Random
714,714,1,Random
715,715,3,Random
716,716,3,Random
717,717,2,Random
718,718,2,Random
719,719,4,Random
720,720,2,No transition
721,721,1,Random
722,722,2,Random
723,723,3,Random
724,724,1,Random
725,725,4,Random
726,726,1,Random
727,727,2,Random
728,728,4,Random
729,729,3,Random
730,730,1,Random
731,731,2,Random
732,732,2,Random
733,733,1,Random
734,734,2,Random
735,735,2,Random
736,736,3,Random
737,737,2,Random
738,738,3,Random
739,739,2,Random
740,740,3,No transition
741,741,4,Random
742,742,4,Random
743,743,1,Random
744,744,3,Random
745,745,1,Random
746,746,2,Random
747,747,1,Random
748,748,1,Random
749,749,1,Random
750,750,1,Random
751,751,1,Random
752,752,3,Random
753,753,3,Random
754,754,2,Random
755,755,1,Random
756,756,2,Random
757,757,3,Random
758,758,4,Random
759,759,2,Random
760,760,4,No transition
761,761,4,Random
762,762,4,Random
763,763,1,Random
764,764,2,Random
765,765,4,Random
766,766,3,Random
767,767,2,Random
768,768,3,Random
769,769,1,Random
770,770,1,Random
771,771,1,Random
772,772,1,Random
773,773,4,Random
774,774,4,Random
775,775,1,Random
776,776,2,Random
777,777,1,Random
778,778,2,Random
779,779,1,Random
780,780,2,No transition
781,781,3,Random
782,782,4,Random
783,783,3,Random
784,784,2,Random
785,785,1,Random
786,786,2,Random
787,787,2,Random
788,788,2,Random
789,789,3,Random
790,790,1,Random
791,791,2,Random
792,792,3,Random
793,793,4,Random
794,794,4,Random
795,795,3,Random
796,796,1,Random
797,797,4,Random
798,798,1,Random
799,799,4,Random
800,800,3,No transition
801,801,1,Random
802,802,4,Random
803,803,4,Random
804,804,4,Random
805,805,3,Random
806,806,2,Random
807,807,3,Random
808,808,3,Random
809,809,1,Random
810,810,2,Random
811,811,1,Random
812,812,3,Random
813,813,1,Random
814,814,2,Random
815,815,1,Random
816,816,4,Random
817,817,3,Random
818,818,1,Random
819,819,3,Random
820,820,4,No transition
821,821,3,Random
822,822,4,Random
823,823,4,Random
824,824,2,Random
825,825,4,Random
826,826,3,Random
827,827,2,Random
828,828,2,Random
829,829,3,Random
830,830,2,Random
831,831,1,Random
832,832,2,Random
833,833,4,Random
834,834,3,Random
835,835,3,Random
836,836,3,Random
837,837,4,Random
838,838,1,Random
839,839,2,Random
840,840,1,No transition
841,841,2,Random
842,842,3,Random
843,843,4,Random
844,844,1,Random
845,845,2,Random
846,846,3,Random
847,847,1,Random
848,848,2,Random
849,849,4,Random
850,850,2,Random
851,851,3,Random
852,852,3,Random
853,853,1,Random
854,854,3,Random
855,855,4,Random
856,856,3,Random
857,857,2,Random
858,858,4,Random
859,859,4,Random
860,860,4,No transition
861,861,3,Random
862,862,2,Random
863,863,4,Random
864,864,4,Random
865,865,4,Random
866,866,1,Random
867,867,4,Random
868,868,4,Random
869,869,1,Random
870,870,1,Random
871,871,1,Random
872,872,3,Random
873,873,2,Random
874,874,4,Random
875,875,4,Random
876,876,4,Random
877,877,2,Random
878,878,4,Random
879,879,4,Random
880,880,4,No transition
881,881,4,Random
882,882,2,Random
883,883,1,Random
884,884,3,Random
885,885,3,Random
886,886,2,Random
887,887,4,Random
888,888,4,Random
889,889,4,Random
890,890,1,Random
891,891,4,Random
892,892,2,Random
893,893,4,Random
894,894,1,Random
895,895,4,Random
896,896,2,Random
897,897,2,Random
898,898,1,Random
899,899,3,Random
900,900,4,No transition
901,901,2,Random
902,902,3,Random
903,903,4,Random
904,904,3,Random
905,905,1,Random
906,906,3,Random
907,907,1,Random
908,908,1,Random
909,909,1,Random
910,910,4,Random
911,911,3,Random
912,912,3,Random
913,913,2,Random
914,914,2,Random
915,915,2,Random
916,916,3,Random
917,917,2,Random
918,918,3,Random
919,919,4,Random
920,920,3,No transition
921,921,3,Random
922,922,1,Random
923,923,2,Random
924,924,2,Random
925,925,3,Random
926,926,2,Random
927,927,2,Random
928,928,4,Random
929,929,4,Random
930,930,1,Random
931,931,3,Random
932,932,4,Random
933,933,4,Random
934,934,2,Random
935,935,2,Random
936,936,2,Random
937,937,2,Random
938,938,2,Random
939,939,3,Random
940,940,3,No transition
941,941,3,Random
942,942,4,Random
943,943,2,Random
944,944,2,Random
945,945,3,Random
946,946,2,Random
947,947,4,Random
948,948,1,Random
949,949,3,Random
950,950,2,Random
951,951,2,Random
952,952,3,Random
953,953,3,Random
954,954,1,Random
955,955,2,Random
956,956,4,Random
957,957,2,Random
958,958,1,Random
959,959,2,Random
960,960,4,No transition
961,961,2,Random
962,962,3,Random
963,963,2,Random
964,964,4,Random
965,965,2,Random
966,966,3,Random
967,967,1,Random
968,968,4,Random
969,969,4,Random
970,970,1,Random
971,971,1,Random
972,972,3,Random
973,973,2,Random
974,974,3,Random
975,975,1,Random
976,976,2,Random
977,977,4,Random
978,978,4,Random
979,979,3,Random
980,980,2,No transition
981,981,3,Random
982,982,2,Random
983,983,4,Random
984,984,2,Random
985,985,3,Random
986,986,1,Random
987,987,4,Random
988,988,2,Random
989,989,3,Random
990,990,3,Random
991,991,2,Random
992,992,3,Random
993,993,4,Random
994,994,3,Random
995,995,3,Random
996,996,3,Random
997,997,4,Random
998,998,1,Random
999,999,2,Random
1000,1000,3,No transition
1001,1001,2,Random
1002,1002,3,Random
1003,1003,4,Random
1004,1004,3,Random
1005,1005,4,Random
1006,1006,2,Random
1007,1007,1,Random
1008,1008,1,Random
1009,1009,4,Random
1010,1010,2,Random
1011,1011,1,Random
1012,1012,2,Random
1013,1013,3,Random
1014,1014,1,Random
1015,1015,3,Random
1016,1016,4,Random
1017,1017,4,Random
1018,1018,4,Random
1019,1019,2,Random
1020,1020,4,No transition
1021,1021,3,Random
1022,1022,3,Random
1023,1023,1,Random
1024,1024,1,Random
1025,1025,2,Random
1026,1026,1,Random
1027,1027,4,Random
1028,1028,4,Random
1029,1029,1,Random
1030,1030,3,Random
1031,1031,1,Random
1032,1032,1,Random
1033,1033,2,Random
1034,1034,1,Random
1035,1035,1,Random
1036,1036,1,Random
1037,1037,4,Random
1038,1038,3,Random
1039,1039,1,Random
1040,1040,4,No transition
1041,1041,3,Random
1042,1042,2,Random
1043,1043,1,Random
1044,1044,2,Random
1045,1045,1,Random
1046,1046,4,Random
1047,1047,2,Random
1048,1048,1,Random
1049,1049,4,Random
1050,1050,3,Random
1051,1051,2,Random
1052,1052,2,Random
1053,1053,3,Random
1054,1054,3,Random
1055,1055,4,Random
1056,1056,3,Random
1057,1057,2,Random
1058,1058,2,Random
1059,1059,3,Random
1060,1060,1,No transition
1061,1061,4,Random
1062,1062,3,Random
1063,1063,3,Random
1064,1064,1,Random
1065,1065,2,Random
1066,1066,4,Random
1067,1067,4,Random
1068,1068,4,Random
1069,1069,2,Random
1070,1070,1,Random
1071,1071,4,Random
1072,1072,1,Random
1073,1073,3,Random
1074,1074,2,Random
1075,1075,3,Random
1076,1076,2,Random
1077,1077,3,Random
1078,1078,4,Random
1079,1079,1,Random
1080,1080,3,No transition
1081,1081,2,Random
1082,1082,4,Random
1083,1083,4,Random
1084,1084,1,Random
1085,1085,4,Random
1086,1086,3,Random
1087,1087,3,Random
1088,1088,4,Random
1089,1089,1,Random
1090,1090,1,Random
1091,1091,2,Random
1092,1092,4,Random
1093,1093,4,Random
1094,1094,3,Random
1095,1095,3,Random
1096,1096,3,Random
1097,1097,1,Random
1098,1098,1,Random
1099,1099,1,Random
1100,1100,3,No transition
1101,1101,1,Random
1102,1102,1,Random
1103,1103,3,Random
1104,1104,4,Random
1105,1105,4,Random
1106,1106,1,Random
1107,1107,3,Random
1108,1108,3,Random
1109,1109,4,Random
1110,1110,3,Random
1111,1111,2,Random
1112,1112,3,Random
1113,1113,3,Random
1114,1114,3,Random
1115,1115,4,Random
1116,1116,2,Random
1117,1117,4,Random
1118,1118,4,Random
1119,1119,4,Random
1120,1120,4,No transition
1121,1121,4,Random
1122,1122,3,Random
1123,1123,1,Random
1124,1124,2,Random
1125,1125,3,Random
1126,1126,2,Random
1127,1127,2,Random
1128,1128,4,Random
1129,1129,1,Random
1130,1130,2,Random
1131,1131,1,Random
1132,1132,2,Random
1133,1133,1,Random
1134,1134,2,Random
1135,1135,1,Random
1136,1136,2,Random
1137,1137,4,Random
1138,1138,3,Random
1139,1139,4,Random
1140,1140,4,No transition
1141,1141,1,Random
1142,1142,3,Random
1143,1143,2,Random
1144,1144,1,Random
1145,1145,1,Random
1146,1146,4,Random
1147,1147,2,Random
1148,1148,3,Random
1149,1149,3,Random
1150,1150,1,Random
1151,1151,3,Random
1152,1152,2,Random
1153,1153,3,Random
1154,1154,1,Random
1155,1155,2,Random
1156,1156,2,Random
1157,1157,2,Random
1158,1158,2,Random
1159,1159,2,Random
1160,1160,3,No transition
1161,1161,3,Random
1162,1162,4,Random
1163,1163,4,Random
1164,1164,3,Random
1165,1165,4,Random
1166,1166,4,Random
1167,1167,1,Random
1168,1168,4,Random
1169,1169,2,Random
1170,1170,2,Random
1171,1171,1,Random
1172,1172,1,Random
1173,1173,4,Random
1174,1174,2,Random
1175,1175,1,Random
1176,1176,4,Random
1177,1177,3,Random
1178,1178,3,Random
1179,1179,2,Random
1180,1180,3,No transition
1181,1181,1,Random
1182,1182,4,Random
1183,1183,3,Random
1184,1184,4,Random
1185,1185,2,Random
1186,1186,2,Random
1187,1187,1,Random
1188,1188,3,Random
1189,1189,3,Random
1190,1190,4,Random
1191,1191,1,Random
1192,1192,2,Random
1193,1193,1,Random
1194,1194,3,Random
1195,1195,3,Random
1196,1196,4,Random
1197,1197,4,Random
1198,1198,4,Random
1199,1199,3,Random
1200,1200,4,No transition
1201,1201,4,Random
1202,1202,2,Random
1203,1203,2,Random
1204,1204,3,Random
1205,1205,3,Random
1206,1206,4,Random
1207,1207,3,Random
1208,1208,2,Random
1209,1209,4,Random
1210,1210,4,Random
1211,1211,4,Random
1212,1212,4,Random
1213,1213,3,Random
1214,1214,3,Random
1215,1215,1,Random
1216,1216,3,Random
1217,1217,3,Random
1218,1218,1,Random
1219,1219,2,Random
1220,1220,3,No transition
1221,1221,4,Random
1222,1222,4,Random
1223,1223,1,Random
1224,1224,2,Random
1225,1225,2,Random
1226,1226,1,Random
1227,1227,1,Random
1228,1228,1,Random
1229,1229,3,Random
1230,1230,4,Random
1231,1231,3,Random
1232,1232,1,Random
1233,1233,3,Random
1234,1234,2,Random
1235,1235,3,Random
1236,1236,1,Random
1237,1237,4,Random
1238,1238,4,Random
1239,1239,3,Random
1240,1240,2,No transition
1241,1241,4,Random
1242,1242,3,Random
1243,1243,4,Random
1244,1244,2,Random
1245,1245,2,Random
1246,1246,3,Random
1247,1247,4,Random
1248,1248,3,Random
1249,1249,4,Random
1250,1250,4,Random
1251,1251,3,Random
1252,1252,1,Random
1253,1253,4,Random
1254,1254,2,Random
1255,1255,4,Random
1256,1256,3,Random
1257,1257,2,Random
1258,1258,2,Random
1259,1259,3,Random
1260,1260,1,No transition
1261,1261,3,Random
1262,1262,1,Random
1263,1263,1,Random
1264,1264,1,Random
1265,1265,1,Random
1266,1266,1,Random
1267,1267,3,Random
1268,1268,1,Random
1269,1269,1,Random
1270,1270,2,Random
1271,1271,2,Random
1272,1272,1,Random
1273,1273,3,Random
1274,1274,4,Random
1275,1275,4,Random
1276,1276,1,Random
1277,1277,3,Random
1278,1278,3,Random
1279,1279,3,Random
1280,1280,2,No transition
1281,1281,3,Random
1282,1282,1,Random
1283,1283,1,Random
1284,1284,1,Random
1285,1285,3,Random
1286,1286,4,Random
1287,1287,1,Random
1288,1288,1,Random
1289,1289,4,Random
1290,1290,4,Random
1291,1291,4,Random
1292,1292,3,Random
1293,1293,3,Random
1294,1294,1,Random
1295,1295,2,Random
1296,1296,4,Random
1297,1297,3,Random
1298,1298,3,Random
1299,1299,4,Random
1300,1300,2,No transition
1301,1301,2,Random
1302,1302,1,Random
1303,1303,4,Random
1304,1304,2,Random
1305,1305,1,Random
1306,1306,4,Random
1307,1307,3,Random
1308,1308,4,Random
1309,1309,1,Random
1310,1310,2,Random
1311,1311,4,Random
1312,1312,1,Random
1313,1313,1,Random
1314,1314,3,Random
1315,1315,4,Random
1316,1316,3,Random
1317,1317,1,Random
1318,1318,2,Random
1319,1319,1,Random
1320,1320,4,No transition
1321,1321,3,Random
1322,1322,1,Random
1323,1323,4,Random
1324,1324,3,Random
1325,1325,1,Random
1326,1326,1,Random
1327,1327,1,Random
1328,1328,1,Random
1329,1329,2,Random
1330,1330,1,Random
1331,1331,4,Random
1332,1332,2,Random
1333,1333,1,Random
1334,1334,3,Random
1335,1335,4,Random
1336,1336,1,Random
1337,1337,4,Random
1338,1338,1,Random
1339,1339,2,Random
1340,1340,4,No transition
1341,1341,1,Random
1342,1342,2,Random
1343,1343,4,Random
1344,1344,3,Random
1345,1345,4,Random
1346,1346,2,Random
1347,1347,2,Random
1348,1348,2,Random
1349,1349,4,Random
1350,1350,1,Random
1351,1351,3,Random
1352,1352,2,Random
1353,1353,4,Random
1354,1354,1,Random
1355,1355,3,Random
1356,1356,4,Random
1357,1357,2,Random
1358,1358,1,Random
1359,1359,2,Random
1360,1360,1,No transition
1361,1361,4,Random
1362,1362,3,Random
1363,1363,2,Random
1364,1364,2,Random
1365,1365,3,Random
1366,1366,2,Random
1367,1367,2,Random
1368,1368,3,Random
1369,1369,1,Random
1370,1370,2,Random
1371,1371,2,Random
1372,1372,3,Random
1373,1373,3,Random
1374,1374,2,Random
1375,1375,3,Random
1376,1376,4,Random
1377,1377,4,Random
1378,1378,1,Random
1379,1379,4,Random
1380,1380,1,No transition
1381,1381,3,Random
1382,1382,1,Random
1383,1383,4,Random
1384,1384,3,Random
1385,1385,2,Random
1386,1386,2,Random
1387,1387,2,Random
1388,1388,1,Random
1389,1389,1,Random
1390,1390,1,Random
1391,1391,4,Random
1392,1392,3,Random
1393,1393,1,Random
1394,1394,4,Random
1395,1395,1,Random
1396,1396,2,Random
1397,1397,4,Random
1398,1398,4,Random
1399,1399,2,Random
1400,1400,1,No transition
1401,1401,2,Random
1402,1402,1,Random
1403,1403,2,Random
1404,1404,1,Random
1405,1405,2,Random
1406,1406,1,Random
1407,1407,2,Random
1408,1408,1,Random
1409,1409,1,Random
1410,1410,3,Random
1411,1411,4,Random
1412,1412,4,Random
1413,1413,2,Random
1414,1414,1,Random
1415,1415,3,Random
1416,1416,1,Random
1417,1417,1,Random
1418,1418,2,Random
1419,1419,3,Random
1420,1420,2,No transition
1421,1421,4,Random
1422,1422,4,Random
1423,1423,1,Random
1424,1424,3,Random
1425,1425,4,Random
1426,1426,1,Random
1427,1427,3,Random
1428,1428,1,Random
1429,1429,3,Random
1430,1430,1,Random
1431,1431,3,Random
1432,1432,4,Random
1433,1433,2,Random
1434,1434,1,Random
1435,1435,2,Random
1436,1436,3,Random
1437,1437,4,Random
1438,1438,4,Random
1439,1439,2,Random
1440,1440,4,No transition
1441,1441,4,Random
1442,1442,1,Random
1443,1443,1,Random
1444,1444,1,Random
